block,tenure_height,txs,read_count,read_length,runtime,write_count,write_length
172678,171868,2,0,0,0,0,0
172677,171867,1,0,0,0,0,0
172676,171867,1,0,0,0,0,0
172675,171867,1,0,0,0,0,0
172674,171867,1,0,0,0,0,0
172673,171867,1,0,0,0,0,0
172672,171867,1,0,0,0,0,0
172671,171867,1,0,0,0,0,0
172670,171867,1,0,0,0,0,0
172669,171867,1,0,0,0,0,0
172668,171867,1,0,0,0,0,0
172667,171867,1,8,22828,28462,0,0
172666,171867,4,387,663293,2368958,25,1801
172665,171867,1,23,10877,7009235,6,474
172664,171867,2,156,120669,1522141,15,651
172663,171867,2,94,118220,693064,12,78
172662,171867,1,34,86188,480606,6,545
172661,171867,2,0,0,0,0,0
172660,171867,1,104,219184,3690892,5,681
172659,171867,4,304,492952,25332139,28,800
172658,171867,2,5,618,4825,1,41
172657,171867,1,100,216176,588732,5,664
172656,171867,3,303,416926,2421209,21,1673
172655,171867,2,104,219686,3692401,5,679
172654,171867,2,94,118220,693064,12,78
172653,171867,1,0,0,0,0,0
172652,171867,1,184,52699,2131438,68,10701
172651,171867,2,376,1175169,2813366,16,4548
172650,171867,1,104,219686,3693192,5,679
172649,171867,1,47,59110,346532,6,39
172648,171867,1,0,0,0,0,0
172647,171867,2,92,146950,944059,13,575
172646,171867,4,416,1044094,5978179,24,2536
172645,171867,27,5189,11637296,64274506,258,20863
172644,171867,31,6837,14959380,124052918,400,56440
172643,171867,2,0,0,0,0,0
172642,171866,2,4,76974,84890,1,105
172641,171866,5,45,85296,594439,7,526
172640,171866,1,10,93531,139929,1,100
172639,171866,130,14916,24496230,263672801,955,102111
172638,171866,2,0,0,0,0,0
172637,171865,1,0,0,0,0,0
172636,171865,1,0,0,0,0,0
172635,171865,1,0,0,0,0,0
172634,171865,1,0,0,0,0,0
172633,171865,1,0,0,0,0,0
172632,171865,1,0,0,0,0,0
172631,171865,1,0,0,0,0,0
172630,171865,1,0,0,0,0,0
172629,171865,1,0,0,0,0,0
172628,171865,1,0,0,0,0,0
172627,171865,1,0,0,0,0,0
172626,171865,1,0,0,0,0,0
172625,171865,1,0,0,0,0,0
172624,171865,1,0,0,0,0,0
172623,171865,1,0,0,0,0,0
172622,171865,1,0,0,0,0,0
172621,171865,1,0,0,0,0,0
172620,171865,1,0,0,0,0,0
172619,171865,1,0,0,0,0,0
172618,171865,1,0,0,0,0,0
172617,171865,1,0,0,0,0,0
172616,171865,1,0,0,0,0,0
172615,171865,1,0,0,0,0,0
172614,171865,1,0,0,0,0,0
172613,171865,1,0,0,0,0,0
172612,171865,1,0,0,0,0,0
172611,171865,2,0,0,0,0,0
172610,171865,1,0,0,0,0,0
172609,171865,1,5,5197,8527,2,1
172608,171865,1,0,0,0,0,0
172607,171865,2,5,13940,18485,0,0
172606,171865,6,120,232437,785850,13,446
172605,171865,7,6628,9553913,34318957,125,9189
172604,171865,15,8240,7602763,95106852,136,57021
172603,171865,2,0,0,0,0,0
172602,171864,1,0,0,0,0,0
172601,171864,1,16,14305,74739,6,104
172600,171864,3,0,0,0,0,0
172599,171864,2,26,97781,274840,9,546
172598,171864,1,104,219686,3691610,5,679
172597,171864,1,100,215819,588475,5,676
172596,171864,1,33,78331,474792,5,526
172595,171864,2,193,388976,1133440,11,1341
172594,171864,1,0,0,0,0,0
172593,171864,2,190,388710,1127120,11,1342
172592,171864,1,33,58770,189324,8,384
172591,171864,1,16,93853,166710,3,244
172590,171864,1,99,151016,1066867,14,579
172589,171864,3,383,777636,2260510,22,2683
172588,171864,1,6,10836,43007,1,125
172587,171864,3,39,58524,230637,6,455
172586,171864,9,640,1424049,5042196,52,4179
172585,171864,58,13078,10924709,129051258,795,99690
172584,171864,2,0,0,0,0,0
172583,171863,1,0,0,0,0,0
172582,171863,1,0,0,0,0,0
172581,171863,1,8,6935,35881,2,429
172580,171863,1,0,0,0,0,0
172579,171863,1,0,0,0,0,0
172578,171863,2,27,25258,155124,4,93
172577,171863,5,1010,1442870,8795010,130,5710
172576,171863,43,7806,18006175,67112765,642,51153
172575,171863,68,6148,12647489,248934989,523,71181
172574,171863,2,0,0,0,0,0
172573,171862,9,14021,66318,113540196,14000,574000
172572,171862,2,0,0,0,0,0
172571,171861,1,0,0,0,0,0
172570,171861,2,0,0,0,0,0
172569,171861,1,0,0,0,0,0
172568,171861,1,0,0,0,0,0
172567,171861,1,0,0,0,0,0
172566,171861,1,0,0,0,0,0
172565,171861,1,0,0,0,0,0
172564,171861,1,0,0,0,0,0
172563,171861,2,0,0,0,0,0
172562,171861,1,0,0,0,0,0
172561,171861,1,0,0,0,0,0
172560,171861,2,0,0,0,0,0
172559,171861,1,0,0,0,0,0
172558,171861,1,0,0,0,0,0
172557,171861,1,0,0,0,0,0
172556,171861,1,0,0,0,0,0
172555,171861,1,0,0,0,0,0
172554,171861,1,0,0,0,0,0
172553,171861,2,114,125859,518447,18,496
172552,171861,18,4148,4196551,35584148,1510,62743
172551,171861,47,10731,17853449,99235988,575,40257
172550,171861,2,0,0,0,0,0
172549,171860,1,0,0,0,0,0
172548,171860,1,0,0,0,0,0
172547,171860,1,12,32924,65198,0,0
172546,171860,1,12,32944,65482,0,0
172545,171860,2,12,32944,65482,0,0
172544,171860,1,0,0,0,0,0
172543,171860,1,0,0,0,0,0
172542,171860,1,0,0,0,0,0
172541,171860,1,0,0,0,0,0
172540,171860,1,4,5346,8075,1,69
172539,171860,1,28,86081,304911,6,365
172538,171860,1,0,0,0,0,0
172537,171860,17,4325,6392549,52475141,295,24677
172536,171860,27,10605,18715564,67347080,430,38508
172535,171860,2,0,0,0,0,0
172534,171859,1,0,0,0,0,0
172533,171859,1,190,387574,1125748,11,1339
172532,171859,2,1272,236036,21959738,18,1054
172531,171859,1,96,212217,583833,5,671
172530,171859,1,8,6930,35836,2,424
172529,171859,2,44,84851,597253,6,533
172528,171859,1,114,125859,517978,18,496
172527,171859,1,114,125859,518447,18,496
172526,171859,1,18,93565,269263,7,403
172525,171859,2,23,14874,77574,6,39
172524,171859,1,33,58605,186594,8,392
172523,171859,2,169,367938,2118396,22,1605
172522,171859,2,1218,171761,21649646,11,1021
172521,171859,2,1174,84355,21024781,5,498
172520,171859,88,10450,16309617,145052858,931,58593
172519,171859,2,0,0,0,0,0
172518,171858,1,0,0,0,0,0
172517,171858,1,5,9062,39995,1,115
172516,171858,1,0,0,0,0,0
172515,171858,1,0,0,0,0,0
172514,171858,1,0,0,0,0,0
172513,171858,1,0,0,0,0,0
172512,171858,1,0,0,0,0,0
172511,171858,1,5,4661,7954,2,1
172510,171858,1,5,4661,8606,2,1
172509,171858,1,0,0,0,0,0
172508,171858,1,0,0,0,0,0
172507,171858,1,0,0,0,0,0
172506,171858,1,0,0,0,0,0
172505,171858,1,0,0,0,0,0
172504,171858,1,0,0,0,0,0
172503,171858,1,0,0,0,0,0
172502,171858,1,0,0,0,0,0
172501,171858,1,0,0,0,0,0
172500,171858,2,0,0,0,0,0
172499,171858,1,0,0,0,0,0
172498,171858,1,0,0,0,0,0
172497,171858,1,6,13939,46110,1,125
172496,171858,1,47,50695,247749,7,361
172495,171858,1,5,2268,5456,2,1
172494,171858,1,0,0,0,0,0
172493,171858,1,10,93535,139933,1,100
172492,171858,3,431,2164050,8595158,19,3323
172491,171858,145,14486,25583265,159616130,819,67813
172490,171858,2,0,0,0,0,0
172489,171857,1,0,0,0,0,0
172488,171857,1,0,0,0,0,0
172487,171857,1,0,0,0,0,0
172486,171857,1,0,0,0,0,0
172485,171857,1,0,0,0,0,0
172484,171857,1,0,0,0,0,0
172483,171857,1,0,0,0,0,0
172482,171857,1,0,0,0,0,0
172481,171857,1,0,0,0,0,0
172480,171857,3,27,42462,180300,9,291
172479,171857,8,258,493664,1562280,32,2018
172478,171857,9,684,3071028,12807010,34,4622
172477,171857,5,135,286048,1547390,22,1367
172476,171857,2,18,28308,120200,6,194
172475,171857,6,54,84924,360600,18,582
172474,171857,6,54,84924,360600,18,582
172473,171857,5,36,56616,240400,12,388
172472,171857,7,63,99078,420700,21,679
172471,171857,1,4,76974,84918,1,112
172470,171857,31,1679,4156313,13418291,161,14830
172469,171857,24,11988,15463982,65358914,123,6166
172468,171857,2,0,0,0,0,0
172467,171856,3,218,440869,1274516,18,1531
172466,171856,1,5,2186,5904,2,1
172465,171856,7,63,99078,420700,21,679
172464,171856,9,105,191563,955592,29,1302
172463,171856,6,54,84924,360600,18,582
172462,171856,7,63,99078,420700,21,679
172461,171856,9,81,127386,540900,27,873
172460,171856,8,72,113232,480800,24,776
172459,171856,1,44,83804,595806,6,525
172458,171856,1,7,15479,20971,0,0
172457,171856,3,118,224235,674985,13,1056
172456,171856,5,256,503149,2646479,29,2640
172455,171856,1,183,380247,1120141,10,1346
172454,171856,2,17,55595,204609,2,130
172453,171856,1,236,1250276,3250043,6,3378
172452,171856,1,45,79590,500233,6,517
172451,171856,1,27,32287,67544,3,42
172450,171856,2,127,293714,1055822,11,1229
172449,171856,1,100,217067,600753,5,668
172448,171856,3,27,42462,180300,9,291
172447,171856,14,756,2915794,12356329,53,3854
172446,171856,9,111,173280,713158,30,1226
172445,171856,21,668,988365,5380768,144,15142
172444,171856,7,99,169907,955334,25,1119
172443,171856,6,54,78889,325307,18,568
172442,171856,7,6085,8291660,28231082,52,3511
172441,171856,130,4888,13483759,46498310,556,40525
172440,171856,2,0,0,0,0,0
172439,171855,1,0,0,0,0,0
172438,171855,1,0,0,0,0,0
172437,171855,1,0,0,0,0,0
172436,171855,1,0,0,0,0,0
172435,171855,1,0,0,0,0,0
172434,171855,1,0,0,0,0,0
172433,171855,1,0,0,0,0,0
172432,171855,1,5,5197,8527,2,1
172431,171855,2,98,252567,924727,6,525
172430,171855,342,14894,21088212,288354702,1647,105320
172429,171855,2,0,0,0,0,0
172428,171854,1,0,0,0,0,0
172427,171854,1,0,0,0,0,0
172426,171854,1,84,143257,741794,10,525
172425,171854,1,0,0,0,0,0
172424,171854,1,0,0,0,0,0
172423,171854,1,0,0,0,0,0
172422,171854,2,44,78081,495340,6,536
172421,171854,4,345,753605,4541229,36,2925
172420,171854,101,14526,22011230,125458568,710,65766
172419,171854,2,0,0,0,0,0
172418,171853,1,0,0,0,0,0
172417,171853,1,0,0,0,0,0
172416,171853,1,0,0,0,0,0
172415,171853,1,0,0,0,0,0
172414,171853,1,0,0,0,0,0
172413,171853,1,11,43212,165252,1,123
172412,171853,1,0,0,0,0,0
172411,171853,1,5,2441,7807,2,1
172410,171853,1,0,0,0,0,0
172409,171853,2,0,0,0,0,0
172408,171853,1,1186,90470,21113182,10,625
172407,171853,8,235,514938,2229612,26,1829
172406,171853,3,228,296784,6447966,11,445
172405,171853,17,13318,12924812,77166281,2130,63457
172404,171853,2,0,0,0,0,0
172403,171852,1,0,0,0,0,0
172402,171852,1,80,64488,316333,9,115
172401,171852,1,0,0,0,0,0
172400,171852,1,86,160860,1119259,13,1049
172399,171852,1,96,214621,585634,5,674
172398,171852,1,484,2416339,9528804,9,2056
172397,171852,1,100,215819,588475,5,676
172396,171852,3,95,226163,1273560,13,1111
172395,171852,1,6,3786,24793,2,149
172394,171852,1,240,1265421,3230698,8,4349
172393,171852,2,136,292817,1076367,10,1193
172392,171852,1,0,0,0,0,0
172391,171852,1,190,385600,1130143,10,1347
172390,171852,1,0,0,0,0,0
172389,171852,2,83,126691,983371,14,929
172388,171852,2,338,665638,2318431,22,2533
172387,171852,1,84,143257,741794,10,525
172386,171852,20,3247,3414812,208290490,272,48434
172385,171852,40,5275,8592921,83275278,226,26539
172384,171852,36,1785,3587870,15359549,214,22733
172383,171852,2,0,0,0,0,0
172382,171851,1,0,0,0,0,0
172381,171851,1,0,0,0,0,0
172380,171851,1,0,0,0,0,0
172379,171851,1,0,0,0,0,0
172378,171851,1,0,0,0,0,0
172377,171851,1,0,0,0,0,0
172376,171851,1,0,0,0,0,0
172375,171851,1,0,0,0,0,0
172374,171851,1,0,0,0,0,0
172373,171851,1,0,0,0,0,0
172372,171851,1,0,0,0,0,0
172371,171851,1,0,0,0,0,0
172370,171851,1,0,0,0,0,0
172369,171851,1,0,0,0,0,0
172368,171851,1,0,0,0,0,0
172367,171851,1,0,0,0,0,0
172366,171851,1,0,0,0,0,0
172365,171851,1,0,0,0,0,0
172364,171851,1,0,0,0,0,0
172363,171851,1,0,0,0,0,0
172362,171851,1,0,0,0,0,0
172361,171851,1,0,0,0,0,0
172360,171851,1,0,0,0,0,0
172359,171851,1,0,0,0,0,0
172358,171851,2,0,0,0,0,0
172357,171851,1,11,43252,168868,1,143
172356,171851,1,6,10836,43007,1,125
172355,171851,1,0,0,0,0,0
172354,171851,1,6,97458,129629,1,125
172353,171851,1,5,5197,8527,2,1
172352,171851,1,11,43272,215351,1,153
172351,171851,1,0,0,0,0,0
172350,171851,1,6,10523,42694,1,125
172349,171851,1,18,35500,110980,3,287
172348,171851,1,100,217961,590277,5,660
172347,171851,2,19,49137,212971,3,152
172346,171851,2,206,423886,4285508,11,1344
172345,171851,2,8,5869,9686,2,1
172344,171851,1,55,63129,188625,8,929
172343,171851,1,25,154863,7309054,7,3702
172342,171851,1,118,192795,433848,3,42
172341,171851,5,131,388761,14953088,23,7519
172340,171851,2,315,703234,2727509,26,2531
172339,171851,103,13932,34167591,155605759,1146,131428
172338,171851,2,0,0,0,0,0
172337,171850,1,0,0,0,0,0
172336,171850,1,0,0,0,0,0
172335,171850,1,0,0,0,0,0
172334,171850,1,0,0,0,0,0
172333,171850,2,53,98090,11346592,7,105
172332,171850,2,28,109960,361232,9,726
172331,171850,1,5,5197,8527,2,1
172330,171850,1,6,16194,48365,1,125
172329,171850,4,252,147396,2700258,82,11268
172328,171850,3,42,76129,254328,11,506
172327,171850,33,14610,20963386,250182044,463,86769
172326,171850,2,0,0,0,0,0
172325,171849,1,0,0,0,0,0
172324,171849,3,343,796887,3585180,35,2915
172323,171849,2,353,419024,4248272,90,12306
172322,171849,1,22,11513,50870,4,2
172321,171849,1,6,12414,44585,1,125
172320,171849,1,42,79756,481677,7,521
172319,171849,1,21,14007,48426,4,2
172318,171849,1,192,393319,1135688,11,1342
172317,171849,2,11,14298,51988,3,126
172316,171849,3,276,495851,940648,19,678
172315,171849,2,177,323799,24855353,17,597
172314,171849,1,0,0,0,0,0
172313,171849,3,341,736045,8288672,15,2026
172312,171849,1,100,215317,587745,5,675
172311,171849,2,112,248241,652943,5,675
172310,171849,3,207,423953,2335511,26,2219
172309,171849,2,92,113125,397580,9,115
172308,171849,2,195,220742,748897,5,249
172307,171849,1,26,23284,151906,4,618
172306,171849,1,79,251133,394407,9,273
172305,171849,1,6,11496,43667,1,125
172304,171849,1,41,76819,481691,6,521
172303,171849,1,261,596363,1982952,18,1858
172302,171849,2,11,43272,217145,1,153
172301,171849,2,170,415299,1451634,12,1322
172300,171849,2,57,94939,593711,9,665
172299,171849,1,405,2236607,4009521,12,3096
172298,171849,1,29,58183,196979,7,376
172297,171849,12,186,236115,1913213,33,3531
172296,171849,4,597,1127266,4365615,51,3826
172295,171849,6,0,0,0,0,0
172294,171849,1,20,11716,80180,4,166
172293,171849,2,109,233781,642121,6,786
172292,171849,2,241,452661,25606698,26,1154
172291,171849,2,43,52452,152120,5,61
172290,171849,1,6,12721,44892,1,125
172289,171849,3,110,165150,1116360,17,705
172288,171849,25,4593,8721431,56477385,324,23969
172287,171849,41,5516,5750131,76026471,336,31741
172286,171849,2,0,0,0,0,0
172285,171848,1,0,0,0,0,0
172284,171848,1,0,0,0,0,0
172283,171848,1,0,0,0,0,0
172282,171848,1,0,0,0,0,0
172281,171848,2,0,0,0,0,0
172280,171848,1,0,0,0,0,0
172279,171848,1,0,0,0,0,0
172278,171848,1,10,92642,111423,3,177
172277,171848,1,0,0,0,0,0
172276,171848,1,0,0,0,0,0
172275,171848,1,0,0,0,0,0
172274,171848,1,0,0,0,0,0
172273,171848,1,20,11771,80235,4,166
172272,171848,1,0,0,0,0,0
172271,171848,1,50,60860,346113,7,39
172270,171848,1,71,132035,404279,8,734
172269,171848,3,286,262956,2734611,78,11727
172268,171848,2,62,78182,314955,12,500
172267,171848,1,26,23284,151906,4,618
172266,171848,1,41,76894,482296,6,533
172265,171848,1,261,596363,1929945,18,1858
172264,171848,1,100,215819,588475,5,676
172263,171848,1,104,221853,598285,5,662
172262,171848,2,283,612698,2072731,22,2024
172261,171848,91,13684,29476793,144417994,1396,82516
172260,171848,2,0,0,0,0,0
172259,171847,1,0,0,0,0,0
172258,171847,1,0,0,0,0,0
172257,171847,1,0,0,0,0,0
172256,171847,1,0,0,0,0,0
172255,171847,3,5,2863,6808,2,1
172254,171847,13,1896,5591285,19608047,147,10533
172253,171847,421,5670,11449350,47526579,1331,54831
172252,171847,17,4303,5849815,72980543,157,18795
172251,171847,20,3057,3248691,44011773,128,10035
172250,171847,2,0,0,0,0,0
172249,171846,152,14473,25036131,187283418,900,88936
172248,171846,2,0,0,0,0,0
172247,171845,1,0,0,0,0,0
172246,171845,1,0,0,0,0,0
172245,171845,1,0,0,0,0,0
172244,171845,1,0,0,0,0,0
172243,171845,1,0,0,0,0,0
172242,171845,1,0,0,0,0,0
172241,171845,1,0,0,0,0,0
172240,171845,1,0,0,0,0,0
172239,171845,3,0,0,0,0,0
172238,171845,6,0,0,0,0,0
172237,171845,1,0,0,0,0,0
172236,171845,1,5,5197,8527,2,1
172235,171845,1,0,0,0,0,0
172234,171845,1,0,0,0,0,0
172233,171845,1,5,5197,8527,2,1
172232,171845,1,0,0,0,0,0
172231,171845,1,0,0,0,0,0
172230,171845,1,0,0,0,0,0
172229,171845,1,0,0,0,0,0
172228,171845,2,0,0,0,0,0
172227,171845,1,0,0,0,0,0
172226,171845,1,0,0,0,0,0
172225,171845,1,41,74593,479765,6,527
172224,171845,1,0,0,0,0,0
172223,171845,2,0,0,0,0,0
172222,171845,2,5,2268,5456,2,1
172221,171845,1,0,0,0,0,0
172220,171845,1,0,0,0,0,0
172219,171845,1,0,0,0,0,0
172218,171845,1,5,2268,5456,2,1
172217,171845,19,4172,3181831,62098374,225,19748
172216,171845,106,5699,10841005,61432316,520,32402
172215,171845,105,5064,11207088,59394378,416,32960
172214,171845,2,0,0,0,0,0
172213,171844,49,5208,12261061,76150786,328,34579
172212,171844,32,1651,3274654,11535292,122,11489
172211,171844,2,0,0,0,0,0
172210,171843,1,0,0,0,0,0
172209,171843,2,0,0,0,0,0
172208,171843,1,0,0,0,0,0
172207,171843,2,0,0,0,0,0
172206,171843,1,0,0,0,0,0
172205,171843,1,0,0,0,0,0
172204,171843,1,0,0,0,0,0
172203,171843,2,5,2472,5660,2,1
172202,171843,1,6,10916,43087,1,125
172201,171843,1,28,14887,60992,8,105
172200,171843,1,5,2958,6903,2,1
172199,171843,2,5,2472,5660,2,1
172198,171843,1,0,0,0,0,0
172197,171843,1,0,0,0,0,0
172196,171843,1,0,0,0,0,0
172195,171843,2,6,10940,43111,1,125
172194,171843,141,14944,31484496,122734344,1300,93976
172193,171843,2,0,0,0,0,0
172192,171842,2,0,0,0,0,0
172191,171842,2,0,0,0,0,0
172190,171842,1,0,0,0,0,0
172189,171842,1,0,0,0,0,0
172188,171842,1,0,0,0,0,0
172187,171842,1,0,0,0,0,0
172186,171842,1,0,0,0,0,0
172185,171842,1,23,14906,77606,6,39
172184,171842,1,0,0,0,0,0
172183,171842,1,0,0,0,0,0
172182,171842,1,5,3790,6978,2,1
172181,171842,1,0,0,0,0,0
172180,171842,1,27,32287,67544,3,42
172179,171842,1,0,0,0,0,0
172178,171842,1,0,0,0,0,0
172177,171842,1,0,0,0,0,0
172176,171842,2,0,0,0,0,0
172175,171842,2,0,0,0,0,0
172174,171842,1,0,0,0,0,0
172173,171842,1,0,0,0,0,0
172172,171842,1,0,0,0,0,0
172171,171842,1,0,0,0,0,0
172170,171842,3,98,178394,1234017,15,1470
172169,171842,114,14843,31830205,541307133,978,149825
172168,171842,2,0,0,0,0,0
172167,171841,146,14921,31451542,220605587,951,98004
172166,171841,2,0,0,0,0,0
172165,171840,1,0,0,0,0,0
172164,171840,1,0,0,0,0,0
172163,171840,1,0,0,0,0,0
172162,171840,1,0,0,0,0,0
172161,171840,2,4,76974,84890,1,105
172160,171840,3,4,76974,84890,1,105
172159,171840,1,0,0,0,0,0
172158,171840,2,0,0,0,0,0
172157,171840,1,0,0,0,0,0
172156,171840,1,0,0,0,0,0
172155,171840,1,0,0,0,0,0
172154,171840,1,0,0,0,0,0
172153,171840,1,0,0,0,0,0
172152,171840,1,0,0,0,0,0
172151,171840,1,0,0,0,0,0
172150,171840,1,0,0,0,0,0
172149,171840,1,0,0,0,0,0
172148,171840,1,0,0,0,0,0
172147,171840,2,0,0,0,0,0
172146,171840,1,0,0,0,0,0
172145,171840,1,0,0,0,0,0
172144,171840,2,0,0,0,0,0
172143,171840,1,0,0,0,0,0
172142,171840,1,0,0,0,0,0
172141,171840,1,0,0,0,0,0
172140,171840,1,0,0,0,0,0
172139,171840,1,0,0,0,0,0
172138,171840,1,0,0,0,0,0
172137,171840,1,0,0,0,0,0
172136,171840,2,0,0,0,0,0
172135,171840,1,0,0,0,0,0
172134,171840,1,0,0,0,0,0
172133,171840,1,0,0,0,0,0
172132,171840,1,0,0,0,0,0
172131,171840,1,0,0,0,0,0
172130,171840,1,0,0,0,0,0
172129,171840,1,0,0,0,0,0
172128,171840,2,0,0,0,0,0
172127,171840,1,0,0,0,0,0
172126,171840,2,0,0,0,0,0
172125,171840,1,0,0,0,0,0
172124,171840,1,0,0,0,0,0
172123,171840,2,0,0,0,0,0
172122,171840,3,9,24753,127879,1,203
172121,171840,1,0,0,0,0,0
172120,171840,1,0,0,0,0,0
172119,171840,1,0,0,0,0,0
172118,171840,2,0,0,0,0,0
172117,171840,2,0,0,0,0,0
172116,171840,1,0,0,0,0,0
172115,171840,1,0,0,0,0,0
172114,171840,1,0,0,0,0,0
172113,171840,1,0,0,0,0,0
172112,171840,2,0,0,0,0,0
172111,171840,1,0,0,0,0,0
172110,171840,1,0,0,0,0,0
172109,171840,1,0,0,0,0,0
172108,171840,2,0,0,0,0,0
172107,171840,1,0,0,0,0,0
172106,171840,1,0,0,0,0,0
172105,171840,1,0,0,0,0,0
172104,171840,1,0,0,0,0,0
172103,171840,2,0,0,0,0,0
172102,171840,1,0,0,0,0,0
172101,171840,1,0,0,0,0,0
172100,171840,1,0,0,0,0,0
172099,171840,1,0,0,0,0,0
172098,171840,1,0,0,0,0,0
172097,171840,2,0,0,0,0,0
172096,171840,1,0,0,0,0,0
172095,171840,1,0,0,0,0,0
172094,171840,1,0,0,0,0,0
172093,171840,1,0,0,0,0,0
172092,171840,1,0,0,0,0,0
172091,171840,1,0,0,0,0,0
172090,171840,2,0,0,0,0,0
172089,171840,1,0,0,0,0,0
172088,171840,1,0,0,0,0,0
172087,171840,1,0,0,0,0,0
172086,171840,2,0,0,0,0,0
172085,171840,1,0,0,0,0,0
172084,171840,1,0,0,0,0,0
172083,171840,1,0,0,0,0,0
172082,171840,1,0,0,0,0,0
172081,171840,1,0,0,0,0,0
172080,171840,1,0,0,0,0,0
172079,171840,1,0,0,0,0,0
172078,171840,1,0,0,0,0,0
172077,171840,1,0,0,0,0,0
172076,171840,1,0,0,0,0,0
172075,171840,1,0,0,0,0,0
172074,171840,2,0,0,0,0,0
172073,171840,1,0,0,0,0,0
172072,171840,1,0,0,0,0,0
172071,171840,1,0,0,0,0,0
172070,171840,2,0,0,0,0,0
172069,171840,2,0,0,0,0,0
172068,171840,1,0,0,0,0,0
172067,171840,2,0,0,0,0,0
172066,171840,1,0,0,0,0,0
172065,171840,1,0,0,0,0,0
172064,171840,1,0,0,0,0,0
172063,171840,2,0,0,0,0,0
172062,171840,1,0,0,0,0,0
172061,171840,1,0,0,0,0,0
172060,171840,2,0,0,0,0,0
172059,171840,1,0,0,0,0,0
172058,171840,1,0,0,0,0,0
172057,171840,2,0,0,0,0,0
172056,171840,3,0,0,0,0,0
172055,171840,1,0,0,0,0,0
172054,171840,1,0,0,0,0,0
172053,171840,1,0,0,0,0,0
172052,171840,1,0,0,0,0,0
172051,171840,1,0,0,0,0,0
172050,171840,1,0,0,0,0,0
172049,171840,2,0,0,0,0,0
172048,171840,1,0,0,0,0,0
172047,171840,2,0,0,0,0,0
172046,171840,1,0,0,0,0,0
172045,171840,1,0,0,0,0,0
172044,171840,1,0,0,0,0,0
172043,171840,1,0,0,0,0,0
172042,171840,2,0,0,0,0,0
172041,171840,3,5,77105,92868,1,37
172040,171840,1,0,0,0,0,0
172039,171840,1,0,0,0,0,0
172038,171840,3,5,5197,8527,2,1
172037,171840,1,0,0,0,0,0
172036,171840,1,0,0,0,0,0
172035,171840,1,0,0,0,0,0
172034,171840,1,15,8317,35375,4,110
172033,171840,2,16,26469,152525,4,227
172032,171840,1,0,0,0,0,0
172031,171840,2,5,2495,5683,2,1
172030,171840,2,0,0,0,0,0
172029,171840,4,0,0,0,0,0
172028,171840,1,0,0,0,0,0
172027,171840,1,0,0,0,0,0
172026,171840,3,0,0,0,0,0
172025,171840,2,0,0,0,0,0
172024,171840,2,0,0,0,0,0
172023,171840,5,472,456383,88738354,92,19625
172022,171840,5,145,304167,1192702,13,1208
172021,171840,3,142,285974,1041934,13,1214
172020,171840,2,521,1047163,4027328,61,4962
172019,171840,5,269,607389,2659645,27,2308
172018,171840,4,114,166073,984427,20,677
172017,171840,3,65,181384,454159,3,2
172016,171840,8,286,1314385,3489536,21,4672
172015,171840,3,566,710332,2610846,20,497
172014,171840,5,773,1190663,4351179,31,2465
172013,171840,5,180,464940,4380575,14,1035
172012,171840,4,169,309315,1168489,17,1252
172011,171840,3,254,509763,1916467,22,1354
172010,171840,1,0,0,0,0,0
172009,171840,17,1456,3220533,13783819,138,9225
172008,171840,57,9517,18133405,89845571,709,59327
172007,171840,2,0,0,0,0,0
172006,171839,3,0,0,0,0,0
172005,171839,1,0,0,0,0,0
172004,171839,1,0,0,0,0,0
172003,171839,1,6,13939,46110,1,125
172002,171839,1,0,0,0,0,0
172001,171839,1,0,0,0,0,0
172000,171839,1,0,0,0,0,0
171999,171839,1,0,0,0,0,0
171998,171839,1,0,0,0,0,0
171997,171839,1,0,0,0,0,0
171996,171839,2,100,215819,588415,5,676
171995,171839,4,41,167638,7370023,13,2276
171994,171839,1,0,0,0,0,0
171993,171839,1,0,0,0,0,0
171992,171839,1,0,0,0,0,0
171991,171839,1,44,76654,493963,6,537
171990,171839,3,50,104861,650641,7,667
171989,171839,1,60,178426,446151,1,1
171988,171839,7,176,380909,1579163,19,1306
171987,171839,19,8921,14861402,63994525,279,19740
171986,171839,47,5597,12555107,251436579,412,61523
171985,171839,2,0,0,0,0,0
171984,171838,1,0,0,0,0,0
171983,171838,1,0,0,0,0,0
171982,171838,1,0,0,0,0,0
171981,171838,1,0,0,0,0,0
171980,171838,2,0,0,0,0,0
171979,171838,1,15,9112,41989,4,160
171978,171838,1,6,13684,45855,1,125
171977,171838,1,0,0,0,0,0
171976,171838,2,12,27731,90742,2,126
171975,171838,1,0,0,0,0,0
171974,171838,1,0,0,0,0,0
171973,171838,1,96,212235,583859,5,673
171972,171838,3,41,159449,378812,6,359
171971,171838,3,92,127122,849629,16,1184
171970,171838,4,169,527440,1797024,25,1430
171969,171838,1,5,5197,8527,2,1
171968,171838,3,604,1198559,4404290,47,4975
171967,171838,3,264,513352,2381625,30,2266
171966,171838,1,42,77026,479775,7,537
171965,171838,2,1219,165492,21510305,12,1032
171964,171838,5,145,301800,1188535,13,1212
171963,171838,3,262,389719,1956123,34,2057
171962,171838,1,104,222342,599002,5,663
171961,171838,1,9,9337,63190,3,227
171960,171838,1,89,121002,381612,7,21
171959,171838,1,44,82690,595060,6,531
